metric,game,map_id,true_creator,forced_human,forced_ai,delta_ai_minus_human,plot_forced_human,plot_forced_ai,plot_delta_ai_minus_human
fun,sokoban,UTSKBMio,AI,3.4,2.55,-0.8500000000000001,3.4,2.55,-0.8500000000000001
fun,sokoban,UeeTjy5b,AI,1.85,1.5,-0.3500000000000001,1.85,1.5,-0.3500000000000001
fun,sokoban,Z0SxyjXq,Human,2.1,2.6,0.5,2.1,2.6,0.5
fun,sokoban,aE7sjnta,AI,2.5,1.25,-1.25,2.5,1.25,-1.25
fun,sokoban,bhRr4CCv,Human,3.35,3.35,0.0,3.35,3.35,0.0
fun,sokoban,cHhvQJlr,AI,2.65,2.35,-0.2999999999999998,2.65,2.35,-0.2999999999999998
fun,sokoban,cTxMstwv,AI,3.3,2.8,-0.5,3.3,2.8,-0.5
fun,sokoban,extLxWet,AI,2.6,2.3,-0.30000000000000027,2.6,2.3,-0.30000000000000027
fun,sokoban,f8sbFI0a,Human,3.3,2.85,-0.44999999999999973,3.3,2.85,-0.44999999999999973
fun,sokoban,iJNJxWfZ,Human,3.55,3.3,-0.25,3.55,3.3,-0.25
fun,sokoban,ij6onaGt,AI,3.55,3.1,-0.44999999999999973,3.55,3.1,-0.44999999999999973
fun,sokoban,oHSLE5UO,AI,1.85,1.65,-0.20000000000000018,1.85,1.65,-0.20000000000000018
fun,sokoban,t7mUz3Qe,Human,2.1,1.8,-0.30000000000000004,2.1,1.8,-0.30000000000000004
fun,sokoban,wSCVt298,AI,1.45,1.7,0.25,1.45,1.7,0.25
challenging,mario,1AC82kGG,Human,3.1,2.55,-0.5500000000000003,3.1,2.55,-0.5500000000000003
challenging,mario,4PFJlLdR,AI,2.7,2.15,-0.5500000000000003,2.7,2.15,-0.5500000000000003
challenging,mario,4bMZDbcE,Human,2.0,1.4,-0.6000000000000001,2.0,1.4,-0.6000000000000001
challenging,mario,8cgqvaZu,AI,2.85,2.3,-0.5500000000000003,2.85,2.3,-0.5500000000000003
challenging,mario,9Y6J8Rb8,AI,1.95,2.65,0.7,1.95,2.65,0.7
challenging,mario,Jvmo5e7c,Human,2.65,1.8,-0.8499999999999999,2.65,1.8,-0.8499999999999999
challenging,mario,KKZ1dszi,AI,2.5,2.25,-0.25,2.5,2.25,-0.25
challenging,mario,RtKfCoTJ,Human,1.6,1.4,-0.20000000000000018,1.6,1.4,-0.20000000000000018
challenging,mario,S7F69Idf,AI,1.45,1.4,-0.050000000000000044,1.45,1.4,-0.050000000000000044
challenging,mario,U3v9pEvF,AI,2.75,1.95,-0.8,2.75,1.95,-0.8
challenging,mario,V5XEzcZd,Human,1.35,1.4,0.04999999999999982,1.35,1.4,0.04999999999999982
challenging,mario,XYTl4EzV,Human,1.1,1.1,0.0,1.1,1.1,0.0
challenging,mario,Xd8WtCNl,AI,2.55,2.65,0.10000000000000009,2.55,2.65,0.10000000000000009
challenging,mario,br59gvRp,AI,2.75,2.25,-0.5,2.75,2.25,-0.5
challenging,mario,dwIZVZn4,AI,2.6,1.8,-0.8,2.6,1.8,-0.8
challenging,mario,fc3fEIzT,Human,1.2,1.55,0.3500000000000001,1.2,1.55,0.3500000000000001
challenging,mario,gZGPAuuB,Human,1.25,1.3,0.050000000000000044,1.25,1.3,0.050000000000000044
challenging,mario,gngXYJwH,AI,2.15,1.8,-0.34999999999999987,2.15,1.8,-0.34999999999999987
challenging,mario,ktod92pA,Human,3.15,2.65,-0.5,3.15,2.65,-0.5
challenging,mario,lY6ELCJ9,Human,2.25,2.15,-0.10000000000000009,2.25,2.15,-0.10000000000000009
challenging,mario,lgoBPkQB,AI,1.15,1.15,0.0,1.15,1.15,0.0
challenging,mario,mmMjssLU,AI,1.4,1.3,-0.09999999999999987,1.4,1.3,-0.09999999999999987
challenging,mario,oGL3xUR2,Human,1.05,1.0,-0.050000000000000044,1.05,1.0,-0.050000000000000044
challenging,mario,pY9KB33X,Human,2.1,1.55,-0.55,2.1,1.55,-0.55
challenging,mario,tMYRotFs,Human,1.9,1.85,-0.04999999999999982,1.9,1.85,-0.04999999999999982
challenging,mario,ueNqeTXa,AI,3.1,2.5,-0.6000000000000001,3.1,2.5,-0.6000000000000001
challenging,mario,vHybWiYq,AI,2.4,2.4,0.0,2.4,2.4,0.0
challenging,mario,x3V9NLQt,Human,1.45,1.2,-0.25,1.45,1.2,-0.25
challenging,mario,xYnV8Xi7,AI,2.2,3.0,0.7999999999999998,2.2,3.0,0.7999999999999998
challenging,mario,yAXhWaGh,Human,2.25,1.5,-0.75,2.25,1.5,-0.75
challenging,sokoban,2v2qgbvC,Human,1.1,1.05,-0.050000000000000044,1.1,1.05,-0.050000000000000044
challenging,sokoban,3xtQxBWH,Human,3.1,2.3,-0.8000000000000003,3.1,2.3,-0.8000000000000003
challenging,sokoban,5Au4nrI2,Human,1.95,1.8,-0.1499999999999999,1.95,1.8,-0.1499999999999999
challenging,sokoban,5iXJGqnK,AI,2.6,2.4,-0.20000000000000018,2.6,2.4,-0.20000000000000018
challenging,sokoban,73sJaNBn,Human,2.0,1.6,-0.3999999999999999,2.0,1.6,-0.3999999999999999
challenging,sokoban,79DSy6TF,AI,1.15,1.15,0.0,1.15,1.15,0.0
challenging,sokoban,7V2mu5KA,Human,2.35,1.45,-0.9000000000000001,2.35,1.45,-0.9000000000000001
challenging,sokoban,8Ua6YU1D,Human,1.45,1.1,-0.34999999999999987,1.45,1.1,-0.34999999999999987
challenging,sokoban,H77pn4iQ,AI,3.45,2.75,-0.7000000000000002,3.45,2.75,-0.7000000000000002
challenging,sokoban,HjLVlKx4,Human,2.0,1.35,-0.6499999999999999,2.0,1.35,-0.6499999999999999
challenging,sokoban,Iz5BqRyu,AI,2.75,2.3,-0.4500000000000002,2.75,2.3,-0.4500000000000002
challenging,sokoban,LUiVjpMm,AI,1.15,1.35,0.20000000000000018,1.15,1.35,0.20000000000000018
challenging,sokoban,QUT4qGl2,Human,2.85,2.4,-0.4500000000000002,2.85,2.4,-0.4500000000000002
challenging,sokoban,QV6Qfb7T,AI,2.85,2.35,-0.5,2.85,2.35,-0.5
challenging,sokoban,ROciIZDL,Human,2.25,2.35,0.10000000000000009,2.25,2.35,0.10000000000000009
challenging,sokoban,TIXMBKaj,Human,2.85,2.25,-0.6000000000000001,2.85,2.25,-0.6000000000000001
challenging,sokoban,UTSKBMio,AI,2.35,1.55,-0.8,2.35,1.55,-0.8
challenging,sokoban,UeeTjy5b,AI,1.05,1.05,0.0,1.05,1.05,0.0
challenging,sokoban,Z0SxyjXq,Human,1.55,1.6,0.050000000000000044,1.55,1.6,0.050000000000000044
challenging,sokoban,aE7sjnta,AI,1.4,1.1,-0.2999999999999998,1.4,1.1,-0.2999999999999998
challenging,sokoban,bhRr4CCv,Human,3.2,2.95,-0.25,3.2,2.95,-0.25
challenging,sokoban,cHhvQJlr,AI,1.45,1.45,0.0,1.45,1.45,0.0
challenging,sokoban,cTxMstwv,AI,2.0,1.65,-0.3500000000000001,2.0,1.65,-0.3500000000000001
challenging,sokoban,extLxWet,AI,1.95,1.5,-0.44999999999999996,1.95,1.5,-0.44999999999999996
challenging,sokoban,f8sbFI0a,Human,2.4,2.0,-0.3999999999999999,2.4,2.0,-0.3999999999999999
challenging,sokoban,iJNJxWfZ,Human,2.75,1.95,-0.8,2.75,1.95,-0.8
challenging,sokoban,ij6onaGt,AI,2.05,2.1,0.050000000000000266,2.05,2.1,0.050000000000000266
challenging,sokoban,oHSLE5UO,AI,1.05,1.0,-0.050000000000000044,1.05,1.0,-0.050000000000000044
challenging,sokoban,t7mUz3Qe,Human,1.05,1.0,-0.050000000000000044,1.05,1.0,-0.050000000000000044
challenging,sokoban,wSCVt298,AI,1.05,1.0,-0.050000000000000044,1.05,1.0,-0.050000000000000044
frustrating,mario,1AC82kGG,Human,1.25,1.4,0.1499999999999999,1.25,1.4,0.1499999999999999
frustrating,mario,4PFJlLdR,AI,1.5,2.35,0.8500000000000001,1.5,2.35,0.8500000000000001
frustrating,mario,4bMZDbcE,Human,1.6,1.4,-0.20000000000000018,1.6,1.4,-0.20000000000000018
frustrating,mario,8cgqvaZu,AI,2.25,1.6,-0.6499999999999999,2.25,1.6,-0.6499999999999999
frustrating,mario,9Y6J8Rb8,AI,3.3,2.55,-0.75,3.3,2.55,-0.75
frustrating,mario,Jvmo5e7c,Human,1.65,1.45,-0.19999999999999996,1.65,1.45,-0.19999999999999996
frustrating,mario,KKZ1dszi,AI,2.2,1.45,-0.7500000000000002,2.2,1.45,-0.7500000000000002
frustrating,mario,RtKfCoTJ,Human,1.85,2.4,0.5499999999999998,1.85,2.4,0.5499999999999998
frustrating,mario,S7F69Idf,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,mario,U3v9pEvF,AI,2.25,1.2,-1.05,2.25,1.2,-1.05
frustrating,mario,V5XEzcZd,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,mario,XYTl4EzV,Human,3.25,3.15,-0.10000000000000009,3.25,3.15,-0.10000000000000009
frustrating,mario,Xd8WtCNl,AI,1.55,1.3,-0.25,1.55,1.3,-0.25
frustrating,mario,br59gvRp,AI,3.9,3.85,-0.04999999999999982,3.9,3.85,-0.04999999999999982
frustrating,mario,dwIZVZn4,AI,3.1,2.05,-1.0500000000000003,3.1,2.05,-1.0500000000000003
frustrating,mario,fc3fEIzT,Human,2.05,2.6,0.5500000000000003,2.05,2.6,0.5500000000000003
frustrating,mario,gZGPAuuB,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,mario,gngXYJwH,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,mario,ktod92pA,Human,4.4,4.8,0.39999999999999947,4.4,4.8,0.39999999999999947
frustrating,mario,lY6ELCJ9,Human,1.25,1.0,-0.25,1.25,1.0,-0.25
frustrating,mario,lgoBPkQB,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,mario,mmMjssLU,AI,1.4,1.35,-0.04999999999999982,1.4,1.35,-0.04999999999999982
frustrating,mario,oGL3xUR2,Human,1.15,1.0,-0.1499999999999999,1.15,1.0,-0.1499999999999999
frustrating,mario,pY9KB33X,Human,2.3,1.35,-0.9499999999999997,2.3,1.35,-0.9499999999999997
frustrating,mario,tMYRotFs,Human,2.1,3.35,1.25,2.1,3.35,1.25
frustrating,mario,ueNqeTXa,AI,3.6,3.05,-0.5500000000000003,3.6,3.05,-0.5500000000000003
frustrating,mario,vHybWiYq,AI,2.75,3.7,0.9500000000000002,2.75,3.7,0.9500000000000002
frustrating,mario,x3V9NLQt,Human,1.15,1.0,-0.1499999999999999,1.15,1.0,-0.1499999999999999
frustrating,mario,xYnV8Xi7,AI,4.95,4.8,-0.15000000000000036,4.95,4.8,-0.15000000000000036
frustrating,mario,yAXhWaGh,Human,4.95,5.0,0.04999999999999982,4.95,5.0,0.04999999999999982
frustrating,sokoban,2v2qgbvC,Human,1.15,1.15,0.0,1.15,1.15,0.0
frustrating,sokoban,3xtQxBWH,Human,2.05,1.7,-0.34999999999999987,2.05,1.7,-0.34999999999999987
frustrating,sokoban,5Au4nrI2,Human,1.4,1.05,-0.34999999999999987,1.4,1.05,-0.34999999999999987
frustrating,sokoban,5iXJGqnK,AI,1.4,1.7,0.30000000000000004,1.4,1.7,0.30000000000000004
frustrating,sokoban,73sJaNBn,Human,1.25,1.45,0.19999999999999996,1.25,1.45,0.19999999999999996
frustrating,sokoban,79DSy6TF,AI,2.75,1.55,-1.2,2.75,1.55,-1.2
frustrating,sokoban,7V2mu5KA,Human,1.3,1.0,-0.30000000000000004,1.3,1.0,-0.30000000000000004
frustrating,sokoban,8Ua6YU1D,Human,2.25,2.15,-0.10000000000000009,2.25,2.15,-0.10000000000000009
frustrating,sokoban,H77pn4iQ,AI,1.8,1.7,-0.10000000000000009,1.8,1.7,-0.10000000000000009
frustrating,sokoban,HjLVlKx4,Human,1.35,1.1,-0.25,1.35,1.1,-0.25
frustrating,sokoban,Iz5BqRyu,AI,1.6,1.7,0.09999999999999987,1.6,1.7,0.09999999999999987
frustrating,sokoban,LUiVjpMm,AI,1.6,1.3,-0.30000000000000004,1.6,1.3,-0.30000000000000004
frustrating,sokoban,QUT4qGl2,Human,1.75,1.55,-0.19999999999999996,1.75,1.55,-0.19999999999999996
frustrating,sokoban,QV6Qfb7T,AI,1.7,1.55,-0.1499999999999999,1.7,1.55,-0.1499999999999999
frustrating,sokoban,ROciIZDL,Human,1.3,1.5,0.19999999999999996,1.3,1.5,0.19999999999999996
frustrating,sokoban,TIXMBKaj,Human,1.85,1.85,0.0,1.85,1.85,0.0
frustrating,sokoban,UTSKBMio,AI,1.5,1.15,-0.3500000000000001,1.5,1.15,-0.3500000000000001
frustrating,sokoban,UeeTjy5b,AI,1.2,1.0,-0.19999999999999996,1.2,1.0,-0.19999999999999996
frustrating,sokoban,Z0SxyjXq,Human,2.3,1.3,-0.9999999999999998,2.3,1.3,-0.9999999999999998
frustrating,sokoban,aE7sjnta,AI,2.2,1.85,-0.3500000000000001,2.2,1.85,-0.3500000000000001
frustrating,sokoban,bhRr4CCv,Human,2.35,1.95,-0.40000000000000013,2.35,1.95,-0.40000000000000013
frustrating,sokoban,cHhvQJlr,AI,1.1,1.05,-0.050000000000000044,1.1,1.05,-0.050000000000000044
frustrating,sokoban,cTxMstwv,AI,1.4,1.2,-0.19999999999999996,1.4,1.2,-0.19999999999999996
frustrating,sokoban,extLxWet,AI,1.45,1.15,-0.30000000000000004,1.45,1.15,-0.30000000000000004
frustrating,sokoban,f8sbFI0a,Human,1.85,1.35,-0.5,1.85,1.35,-0.5
frustrating,sokoban,iJNJxWfZ,Human,1.7,1.3,-0.3999999999999999,1.7,1.3,-0.3999999999999999
frustrating,sokoban,ij6onaGt,AI,1.05,1.1,0.050000000000000044,1.05,1.1,0.050000000000000044
frustrating,sokoban,oHSLE5UO,AI,2.0,1.2,-0.8,2.0,1.2,-0.8
frustrating,sokoban,t7mUz3Qe,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,wSCVt298,AI,3.15,1.7,-1.45,3.15,1.7,-1.45
surprising,mario,1AC82kGG,Human,2.0,1.85,-0.1499999999999999,2.0,1.85,-0.1499999999999999
surprising,mario,4PFJlLdR,AI,2.25,1.65,-0.6000000000000001,2.25,1.65,-0.6000000000000001
surprising,mario,4bMZDbcE,Human,1.1,1.05,-0.050000000000000044,1.1,1.05,-0.050000000000000044
surprising,mario,8cgqvaZu,AI,1.75,1.45,-0.30000000000000004,1.75,1.45,-0.30000000000000004
surprising,mario,9Y6J8Rb8,AI,1.4,1.65,0.25,1.4,1.65,0.25
surprising,mario,Jvmo5e7c,Human,1.55,1.6,0.050000000000000044,1.55,1.6,0.050000000000000044
surprising,mario,KKZ1dszi,AI,1.7,1.3,-0.3999999999999999,1.7,1.3,-0.3999999999999999
surprising,mario,RtKfCoTJ,Human,1.2,1.25,0.050000000000000044,1.2,1.25,0.050000000000000044
surprising,mario,S7F69Idf,AI,1.2,1.35,0.15000000000000013,1.2,1.35,0.15000000000000013
surprising,mario,U3v9pEvF,AI,2.2,1.95,-0.2500000000000002,2.2,1.95,-0.2500000000000002
surprising,mario,V5XEzcZd,Human,1.05,1.5,0.44999999999999996,1.05,1.5,0.44999999999999996
surprising,mario,XYTl4EzV,Human,1.65,1.85,0.20000000000000018,1.65,1.85,0.20000000000000018
surprising,mario,Xd8WtCNl,AI,2.0,1.95,-0.050000000000000044,2.0,1.95,-0.050000000000000044
surprising,mario,br59gvRp,AI,2.3,2.05,-0.25,2.3,2.05,-0.25
surprising,mario,dwIZVZn4,AI,2.2,1.6,-0.6000000000000001,2.2,1.6,-0.6000000000000001
surprising,mario,fc3fEIzT,Human,1.7,1.75,0.050000000000000044,1.7,1.75,0.050000000000000044
surprising,mario,gZGPAuuB,Human,1.05,1.1,0.050000000000000044,1.05,1.1,0.050000000000000044
surprising,mario,gngXYJwH,AI,2.8,2.85,0.050000000000000266,2.8,2.85,0.050000000000000266
surprising,mario,ktod92pA,Human,2.85,2.65,-0.20000000000000018,2.85,2.65,-0.20000000000000018
surprising,mario,lY6ELCJ9,Human,1.7,2.1,0.40000000000000013,1.7,2.1,0.40000000000000013
surprising,mario,lgoBPkQB,AI,1.8,2.2,0.40000000000000013,1.8,2.2,0.40000000000000013
surprising,mario,mmMjssLU,AI,1.9,1.4,-0.5,1.9,1.4,-0.5
surprising,mario,oGL3xUR2,Human,2.15,1.2,-0.95,2.15,1.2,-0.95
surprising,mario,pY9KB33X,Human,1.55,1.3,-0.25,1.55,1.3,-0.25
surprising,mario,tMYRotFs,Human,1.35,1.6,0.25,1.35,1.6,0.25
surprising,mario,ueNqeTXa,AI,2.2,2.0,-0.20000000000000018,2.2,2.0,-0.20000000000000018
surprising,mario,vHybWiYq,AI,2.45,1.85,-0.6000000000000001,2.45,1.85,-0.6000000000000001
surprising,mario,x3V9NLQt,Human,1.0,1.05,0.050000000000000044,1.0,1.05,0.050000000000000044
surprising,mario,xYnV8Xi7,AI,1.75,1.55,-0.19999999999999996,1.75,1.55,-0.19999999999999996
surprising,mario,yAXhWaGh,Human,2.4,2.3,-0.10000000000000009,2.4,2.3,-0.10000000000000009
surprising,sokoban,2v2qgbvC,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,sokoban,3xtQxBWH,Human,1.75,1.15,-0.6000000000000001,1.75,1.15,-0.6000000000000001
surprising,sokoban,5Au4nrI2,Human,1.1,1.05,-0.050000000000000044,1.1,1.05,-0.050000000000000044
surprising,sokoban,5iXJGqnK,AI,1.4,1.25,-0.1499999999999999,1.4,1.25,-0.1499999999999999
surprising,sokoban,73sJaNBn,Human,1.35,1.05,-0.30000000000000004,1.35,1.05,-0.30000000000000004
surprising,sokoban,79DSy6TF,AI,1.15,1.05,-0.09999999999999987,1.15,1.05,-0.09999999999999987
surprising,sokoban,7V2mu5KA,Human,1.45,1.05,-0.3999999999999999,1.45,1.05,-0.3999999999999999
surprising,sokoban,8Ua6YU1D,Human,1.4,1.05,-0.34999999999999987,1.4,1.05,-0.34999999999999987
surprising,sokoban,H77pn4iQ,AI,1.75,1.4,-0.3500000000000001,1.75,1.4,-0.3500000000000001
surprising,sokoban,HjLVlKx4,Human,1.15,1.0,-0.1499999999999999,1.15,1.0,-0.1499999999999999
surprising,sokoban,Iz5BqRyu,AI,1.45,1.1,-0.34999999999999987,1.45,1.1,-0.34999999999999987
surprising,sokoban,LUiVjpMm,AI,1.55,1.0,-0.55,1.55,1.0,-0.55
surprising,sokoban,QUT4qGl2,Human,1.5,1.3,-0.19999999999999996,1.5,1.3,-0.19999999999999996
surprising,sokoban,QV6Qfb7T,AI,1.6,1.2,-0.40000000000000013,1.6,1.2,-0.40000000000000013
surprising,sokoban,ROciIZDL,Human,1.2,1.3,0.10000000000000009,1.2,1.3,0.10000000000000009
surprising,sokoban,TIXMBKaj,Human,1.25,1.15,-0.10000000000000009,1.25,1.15,-0.10000000000000009
surprising,sokoban,UTSKBMio,AI,1.5,1.0,-0.5,1.5,1.0,-0.5
surprising,sokoban,UeeTjy5b,AI,1.1,1.15,0.04999999999999982,1.1,1.15,0.04999999999999982
surprising,sokoban,Z0SxyjXq,Human,1.25,1.3,0.050000000000000044,1.25,1.3,0.050000000000000044
surprising,sokoban,aE7sjnta,AI,1.25,1.05,-0.19999999999999996,1.25,1.05,-0.19999999999999996
surprising,sokoban,bhRr4CCv,Human,1.6,1.35,-0.25,1.6,1.35,-0.25
surprising,sokoban,cHhvQJlr,AI,1.1,1.1,0.0,1.1,1.1,0.0
surprising,sokoban,cTxMstwv,AI,1.3,1.2,-0.10000000000000009,1.3,1.2,-0.10000000000000009
surprising,sokoban,extLxWet,AI,1.15,1.15,0.0,1.15,1.15,0.0
surprising,sokoban,f8sbFI0a,Human,1.15,1.3,0.15000000000000013,1.15,1.3,0.15000000000000013
surprising,sokoban,iJNJxWfZ,Human,1.55,1.25,-0.30000000000000004,1.55,1.25,-0.30000000000000004
surprising,sokoban,ij6onaGt,AI,1.3,1.2,-0.10000000000000009,1.3,1.2,-0.10000000000000009
surprising,sokoban,oHSLE5UO,AI,1.05,1.0,-0.050000000000000044,1.05,1.0,-0.050000000000000044
surprising,sokoban,t7mUz3Qe,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,sokoban,wSCVt298,AI,1.0,1.0,0.0,1.0,1.0,0.0
design,mario,1AC82kGG,Human,3.35,2.45,-0.8999999999999999,3.35,2.45,-0.8999999999999999
design,mario,4PFJlLdR,AI,3.4,1.9,-1.5,3.4,1.9,-1.5
design,mario,4bMZDbcE,Human,1.7,1.5,-0.19999999999999996,1.7,1.5,-0.19999999999999996
design,mario,8cgqvaZu,AI,2.45,2.25,-0.20000000000000018,2.45,2.25,-0.20000000000000018
design,mario,9Y6J8Rb8,AI,1.15,1.8,0.6500000000000001,1.15,1.8,0.6500000000000001
design,mario,Jvmo5e7c,Human,2.95,2.35,-0.6000000000000001,2.95,2.35,-0.6000000000000001
design,mario,KKZ1dszi,AI,1.8,1.75,-0.050000000000000044,1.8,1.75,-0.050000000000000044
design,mario,RtKfCoTJ,Human,1.35,1.15,-0.20000000000000018,1.35,1.15,-0.20000000000000018
design,mario,S7F69Idf,AI,2.15,1.8,-0.34999999999999987,2.15,1.8,-0.34999999999999987
design,mario,U3v9pEvF,AI,2.25,1.95,-0.30000000000000004,2.25,1.95,-0.30000000000000004
design,mario,V5XEzcZd,Human,1.75,2.3,0.5499999999999998,1.75,2.3,0.5499999999999998
design,mario,XYTl4EzV,Human,1.0,1.0,0.0,1.0,1.0,0.0
design,mario,Xd8WtCNl,AI,2.6,2.4,-0.20000000000000018,2.6,2.4,-0.20000000000000018
design,mario,br59gvRp,AI,1.1,1.0,-0.10000000000000009,1.1,1.0,-0.10000000000000009
design,mario,dwIZVZn4,AI,1.7,1.45,-0.25,1.7,1.45,-0.25
design,mario,fc3fEIzT,Human,1.4,1.2,-0.19999999999999996,1.4,1.2,-0.19999999999999996
design,mario,gZGPAuuB,Human,2.55,2.25,-0.2999999999999998,2.55,2.25,-0.2999999999999998
design,mario,gngXYJwH,AI,3.2,2.7,-0.5,3.2,2.7,-0.5
design,mario,ktod92pA,Human,1.35,1.05,-0.30000000000000004,1.35,1.05,-0.30000000000000004
design,mario,lY6ELCJ9,Human,2.15,2.25,0.10000000000000009,2.15,2.25,0.10000000000000009
design,mario,lgoBPkQB,AI,2.35,1.8,-0.55,2.35,1.8,-0.55
design,mario,mmMjssLU,AI,1.85,1.6,-0.25,1.85,1.6,-0.25
design,mario,oGL3xUR2,Human,1.3,1.15,-0.15000000000000013,1.3,1.15,-0.15000000000000013
design,mario,pY9KB33X,Human,1.85,1.85,0.0,1.85,1.85,0.0
design,mario,tMYRotFs,Human,1.6,1.05,-0.55,1.6,1.05,-0.55
design,mario,ueNqeTXa,AI,1.25,1.3,0.050000000000000044,1.25,1.3,0.050000000000000044
