map_index,map_id,status,experiment,true_creator,forced_creator,evaluation_steps_in_prompt,map_path,video_path,temperature,top_p,num_runs,num_parsed,creator_belief,creator_belief_votes,confidence_level,reasoning_for_creator_belief,fun,fun_std,challenging,challenging_std,frustrating,frustrating_std,surprising,surprising_std,design,design_std,error
11,1AC82kGG,ok,no_creator,Human,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\1AC82kGG.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\1AC82kGG.mp4,1.000,1.000,20,20,,,,,3.750,0.433,3.650,0.654,1.650,0.726,2.750,0.887,3.500,0.806,
12,oGL3xUR2,ok,no_creator,Human,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\oGL3xUR2.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\oGL3xUR2.mp4,1.000,1.000,20,20,,,,,1.600,0.663,1.000,0.000,1.250,0.766,2.750,1.220,1.350,0.477,
13,tMYRotFs,ok,no_creator,Human,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\tMYRotFs.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\tMYRotFs.mp4,1.000,1.000,20,20,,,,,1.600,0.917,3.000,1.483,3.750,1.445,2.200,1.288,1.400,0.735,
14,yAXhWaGh,ok,no_creator,Human,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\yAXhWaGh.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\yAXhWaGh.mp4,1.000,1.000,20,20,,,,,1.050,0.218,2.550,1.359,5.000,0.000,3.350,0.910,1.000,0.000,
15,4bMZDbcE,ok,no_creator,Human,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\4bMZDbcE.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\4bMZDbcE.mp4,1.000,1.000,20,20,,,,,2.050,1.244,3.450,1.244,3.350,1.711,2.100,1.300,1.650,1.014,
16,lgoBPkQB,ok,no_creator,AI,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\lgoBPkQB.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\lgoBPkQB.mp4,1.000,1.000,20,20,,,,,3.400,0.860,1.750,0.536,1.000,0.000,3.000,0.894,3.250,0.942,
17,xYnV8Xi7,ok,no_creator,AI,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\xYnV8Xi7.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\xYnV8Xi7.mp4,1.000,1.000,20,20,,,,,1.000,0.000,3.250,1.813,5.000,0.000,2.200,1.327,1.050,0.218,
18,U3v9pEvF,ok,no_creator,AI,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\U3v9pEvF.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\U3v9pEvF.mp4,1.000,1.000,20,20,,,,,2.750,1.337,2.350,0.963,2.000,1.643,2.950,1.071,2.400,1.356,
19,S7F69Idf,ok,no_creator,AI,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\S7F69Idf.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\S7F69Idf.mp4,1.000,1.000,20,20,,,,,2.000,1.183,2.000,1.265,2.200,1.568,2.250,1.178,1.700,1.187,
20,mmMjssLU,ok,no_creator,AI,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\mmMjssLU.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\mmMjssLU.mp4,1.000,1.000,20,20,,,,,1.600,0.800,1.600,0.583,3.250,1.445,3.100,1.513,1.100,0.300,
21,Xd8WtCNl,ok,no_creator,AI,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\Xd8WtCNl.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\Xd8WtCNl.mp4,1.000,1.000,20,20,,,,,3.550,0.740,3.350,0.726,1.750,1.043,2.500,1.025,2.800,1.077,
22,9Y6J8Rb8,ok,no_creator,AI,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\9Y6J8Rb8.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\9Y6J8Rb8.mp4,1.000,1.000,20,20,,,,,2.000,1.095,3.500,1.072,3.600,1.594,1.700,0.900,1.600,0.970,
23,gngXYJwH,ok,no_creator,AI,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\gngXYJwH.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\gngXYJwH.mp4,1.000,1.000,20,20,,,,,3.600,0.970,2.250,0.766,1.200,0.872,3.450,0.973,2.800,1.077,
24,KKZ1dszi,ok,no_creator,AI,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\KKZ1dszi.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\KKZ1dszi.mp4,1.000,1.000,20,20,,,,,3.300,1.100,3.950,0.865,2.350,1.276,2.400,1.241,2.500,1.245,
25,vHybWiYq,ok,no_creator,AI,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\vHybWiYq.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\vHybWiYq.mp4,1.000,1.000,20,20,,,,,1.800,1.077,4.000,1.095,4.350,1.062,3.400,1.356,1.550,1.071,
26,4PFJlLdR,ok,no_creator,AI,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\4PFJlLdR.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\4PFJlLdR.mp4,1.000,1.000,20,20,,,,,3.950,0.589,2.850,0.910,1.650,1.195,2.900,1.044,3.700,0.900,
27,dwIZVZn4,ok,no_creator,AI,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\dwIZVZn4.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\dwIZVZn4.mp4,1.000,1.000,20,20,,,,,2.600,0.970,3.000,1.140,2.700,1.646,1.700,1.100,2.350,1.014,
28,ueNqeTXa,ok,no_creator,AI,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\ueNqeTXa.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\ueNqeTXa.mp4,1.000,1.000,20,20,,,,,2.400,1.068,3.450,1.071,3.350,1.236,2.250,0.994,2.100,1.044,
29,br59gvRp,ok,no_creator,AI,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\br59gvRp.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\br59gvRp.mp4,1.000,1.000,20,20,,,,,1.900,0.889,2.650,1.388,3.000,1.844,1.900,1.261,1.500,0.592,
30,8cgqvaZu,ok,no_creator,AI,,True,C:\Users\6000\Projects\AgentX\tutorial\outputs\procedural_experiments\02_no_creator\mario\8cgqvaZu.txt,C:\Users\6000\Projects\AgentX\tutorial\outputs\video\mario\8cgqvaZu.mp4,1.000,1.000,20,20,,,,,3.100,1.044,3.600,1.020,2.500,1.628,1.650,0.477,2.600,1.200,
